round_id,tag_name,train_roc_auc,train_f1,train_precision,train_recall,train_cr,train_kappa,train_pos_rate,test_roc_auc,test_f1,test_precision,test_recall,test_cr,test_kappa,test_pos_rate
1,lock,0.919468439,0.859800664,0.838709677,0.742857143,"              precision    recall  f1-score   support

           0       0.96      0.98      0.97       215
           1       0.84      0.74      0.79        35

    accuracy                           0.94       250
   macro avg       0.90      0.86      0.88       250
weighted avg       0.94      0.94      0.94       250
",0.755757153,0.14,0.764495219,0.693270962,0.593886463,0.434504792,"              precision    recall  f1-score   support

           0       0.91      0.95      0.93      1939
           1       0.59      0.43      0.50       313

    accuracy                           0.88      2252
   macro avg       0.75      0.69      0.72      2252
weighted avg       0.87      0.88      0.87      2252
",0.435552296,0.138987567
1,video_doorbell,0.998751755,0.965517241,1,0.931034483,"              precision    recall  f1-score   support

           0       0.99      1.00      1.00       221
           1       1.00      0.93      0.96        29

    accuracy                           0.99       250
   macro avg       1.00      0.97      0.98       250
weighted avg       0.99      0.99      0.99       250
",0.959787679,0.116,0.916589596,0.830371059,0.975247525,0.663299663,"              precision    recall  f1-score   support

           0       0.95      1.00      0.97      1955
           1       0.98      0.66      0.79       297

    accuracy                           0.95      2252
   macro avg       0.96      0.83      0.88      2252
weighted avg       0.95      0.95      0.95      2252
",0.764425759,0.131882771
1,gate,0.977640053,0.867055535,0.935483871,0.743589744,"              precision    recall  f1-score   support

           0       0.95      0.99      0.97       211
           1       0.94      0.74      0.83        39

    accuracy                           0.95       250
   macro avg       0.94      0.87      0.90       250
weighted avg       0.95      0.95      0.95       250
",0.801087389,0.156,0.869779513,0.691758179,0.82320442,0.400537634,"              precision    recall  f1-score   support

           0       0.89      0.98      0.94      1880
           1       0.82      0.40      0.54       372

    accuracy                           0.89      2252
   macro avg       0.86      0.69      0.74      2252
weighted avg       0.88      0.89      0.87      2252
",0.482970977,0.165186501
1,lights,1,1,1,1,"              precision    recall  f1-score   support

           0       1.00      1.00      1.00       237
           1       1.00      1.00      1.00        13

    accuracy                           1.00       250
   macro avg       1.00      1.00      1.00       250
weighted avg       1.00      1.00      1.00       250
",1,0.052,0.811006141,0.767697126,0.732673267,0.548148148,"              precision    recall  f1-score   support

           0       0.97      0.99      0.98      2117
           1       0.73      0.55      0.63       135

    accuracy                           0.96      2252
   macro avg       0.85      0.77      0.80      2252
weighted avg       0.96      0.96      0.96      2252
",0.606951182,0.059946714
1,intercom,0.975332684,0.959428757,0.923076923,0.923076923,"              precision    recall  f1-score   support

           0       1.00      1.00      1.00       237
           1       0.92      0.92      0.92        13

    accuracy                           0.99       250
   macro avg       0.96      0.96      0.96       250
weighted avg       0.99      0.99      0.99       250
",0.918857514,0.052,0.685814023,0.637051184,0.470588235,0.290909091,"              precision    recall  f1-score   support

           0       0.96      0.98      0.97      2142
           1       0.47      0.29      0.36       110

    accuracy                           0.95      2252
   macro avg       0.72      0.64      0.67      2252
weighted avg       0.94      0.95      0.94      2252
",0.334722309,0.048845471
1,dog,0.999732906,0.997863248,0.941176471,1,"              precision    recall  f1-score   support

           0       1.00      1.00      1.00       234
           1       0.94      1.00      0.97        16

    accuracy                           1.00       250
   macro avg       0.97      1.00      0.98       250
weighted avg       1.00      1.00      1.00       250
",0.967557747,0.064,0.724660436,0.756120013,0.508333333,0.539823009,"              precision    recall  f1-score   support

           0       0.98      0.97      0.97      2139
           1       0.51      0.54      0.52       113

    accuracy                           0.95      2252
   macro avg       0.74      0.76      0.75      2252
weighted avg       0.95      0.95      0.95      2252
",0.497640656,0.05017762
1,guard_ID_resident,1,1,1,1,"              precision    recall  f1-score   support

           0       1.00      1.00      1.00       237
           1       1.00      1.00      1.00        13

    accuracy                           1.00       250
   macro avg       1.00      1.00      1.00       250
weighted avg       1.00      1.00      1.00       250
",1,0.052,0.565949296,0.625251934,0.342105263,0.273684211,"              precision    recall  f1-score   support

           0       0.97      0.98      0.97      2157
           1       0.34      0.27      0.30        95

    accuracy                           0.95      2252
   macro avg       0.66      0.63      0.64      2252
weighted avg       0.94      0.95      0.94      2252
",0.276982183,0.042184725
1,security_screen_door,0.856915015,0.5,0,0,"              precision    recall  f1-score   support

           0       0.92      1.00      0.96       231
           1       0.00      0.00      0.00        19

    accuracy                           0.92       250
   macro avg       0.46      0.50      0.48       250
weighted avg       0.85      0.92      0.89       250
",0,0.076,0.741131707,0.5,0,0,"              precision    recall  f1-score   support

           0       0.96      1.00      0.98      2153
           1       0.00      0.00      0.00        99

    accuracy                           0.96      2252
   macro avg       0.48      0.50      0.49      2252
weighted avg       0.91      0.96      0.93      2252
",0,0.043960924
1,warning_sign,0.998276192,0.973855583,0.916666667,0.956521739,"              precision    recall  f1-score   support

           0       1.00      0.99      0.99       227
           1       0.92      0.96      0.94        23

    accuracy                           0.99       250
   macro avg       0.96      0.97      0.96       250
weighted avg       0.99      0.99      0.99       250
",0.929551005,0.092,0.862594821,0.827016481,0.731343284,0.680555556,"              precision    recall  f1-score   support

           0       0.97      0.97      0.97      2036
           1       0.73      0.68      0.71       216

    accuracy                           0.95      2252
   macro avg       0.85      0.83      0.84      2252
weighted avg       0.94      0.95      0.94      2252
",0.674983456,0.095914742
1,none,0.93442623,0.75,1,0.5,"              precision    recall  f1-score   support

           0       0.99      1.00      0.99       244
           1       1.00      0.50      0.67         6

    accuracy                           0.99       250
   macro avg       0.99      0.75      0.83       250
weighted avg       0.99      0.99      0.99       250
",0.661246612,0.024,0.819763421,0.555890323,0.916666667,0.112244898,"              precision    recall  f1-score   support

           0       0.96      1.00      0.98      2154
           1       0.92      0.11      0.20        98

    accuracy                           0.96      2252
   macro avg       0.94      0.56      0.59      2252
weighted avg       0.96      0.96      0.95      2252
",0.192331518,0.043516874
