round_id,tag_name,train_roc_auc,train_f1,train_precision,train_recall,train_cr,train_kappa,train_pos_rate,test_roc_auc,test_f1,test_precision,test_recall,test_cr,test_kappa,test_pos_rate
1,lock,0.618037135,0.5,0,0,"              precision    recall  f1-score   support

           0       0.87      1.00      0.93        87
           1       0.00      0.00      0.00        13

    accuracy                           0.87       100
   macro avg       0.43      0.50      0.47       100
weighted avg       0.76      0.87      0.81       100
",0,0.13,0.572245449,0.5,0,0,"              precision    recall  f1-score   support

           0       0.86      1.00      0.93      2067
           1       0.00      0.00      0.00       335

    accuracy                           0.86      2402
   macro avg       0.43      0.50      0.46      2402
weighted avg       0.74      0.86      0.80      2402
",0,0.139467111
1,video_doorbell,1,0.994186047,0.933333333,1,"              precision    recall  f1-score   support

           0       1.00      0.99      0.99        86
           1       0.93      1.00      0.97        14

    accuracy                           0.99       100
   macro avg       0.97      0.99      0.98       100
weighted avg       0.99      0.99      0.99       100
",0.959677419,0.14,0.945746688,0.929287817,0.626865672,0.942307692,"              precision    recall  f1-score   support

           0       0.99      0.92      0.95      2090
           1       0.63      0.94      0.75       312

    accuracy                           0.92      2402
   macro avg       0.81      0.93      0.85      2402
weighted avg       0.94      0.92      0.93      2402
",0.707203788,0.129891757
1,gate,0.991815476,0.925595238,0.875,0.875,"              precision    recall  f1-score   support

           0       0.98      0.98      0.98        84
           1       0.88      0.88      0.88        16

    accuracy                           0.96       100
   macro avg       0.93      0.93      0.93       100
weighted avg       0.96      0.96      0.96       100
",0.851190476,0.16,0.862300303,0.758806834,0.920353982,0.526582278,"              precision    recall  f1-score   support

           0       0.91      0.99      0.95      2007
           1       0.92      0.53      0.67       395

    accuracy                           0.91      2402
   macro avg       0.92      0.76      0.81      2402
weighted avg       0.92      0.91      0.90      2402
",0.625002475,0.164446295
1,lights,0.412631579,0.5,0,0,"              precision    recall  f1-score   support

           0       0.95      1.00      0.97        95
           1       0.00      0.00      0.00         5

    accuracy                           0.95       100
   macro avg       0.47      0.50      0.49       100
weighted avg       0.90      0.95      0.93       100
",0,0.05,0.389950687,0.5,0,0,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97      2259
           1       0.00      0.00      0.00       143

    accuracy                           0.94      2402
   macro avg       0.47      0.50      0.48      2402
weighted avg       0.88      0.94      0.91      2402
",0,0.059533722
1,intercom,0.5625,0.5,0,0,"              precision    recall  f1-score   support

           0       0.96      1.00      0.98        96
           1       0.00      0.00      0.00         4

    accuracy                           0.96       100
   macro avg       0.48      0.50      0.49       100
weighted avg       0.92      0.96      0.94       100
",0,0.04,0.651602822,0.5,0,0,"              precision    recall  f1-score   support

           0       0.95      1.00      0.97      2283
           1       0.00      0.00      0.00       119

    accuracy                           0.95      2402
   macro avg       0.48      0.50      0.49      2402
weighted avg       0.90      0.95      0.93      2402
",0,0.049542048
1,dog,1,0.833333333,1,0.666666667,"              precision    recall  f1-score   support

           0       0.99      1.00      0.99        97
           1       1.00      0.67      0.80         3

    accuracy                           0.99       100
   macro avg       0.99      0.83      0.90       100
weighted avg       0.99      0.99      0.99       100
",0.795081967,0.03,0.537721078,0.519401903,0.714285714,0.03968254,"              precision    recall  f1-score   support

           0       0.95      1.00      0.97      2276
           1       0.71      0.04      0.08       126

    accuracy                           0.95      2402
   macro avg       0.83      0.52      0.52      2402
weighted avg       0.94      0.95      0.93      2402
",0.070053069,0.052456286
1,guard_ID_resident,0.594470046,0.5,0,0,"              precision    recall  f1-score   support

           0       0.93      1.00      0.96        93
           1       0.00      0.00      0.00         7

    accuracy                           0.93       100
   macro avg       0.47      0.50      0.48       100
weighted avg       0.86      0.93      0.90       100
",0,0.07,0.546303587,0.5,0,0,"              precision    recall  f1-score   support

           0       0.96      1.00      0.98      2301
           1       0.00      0.00      0.00       101

    accuracy                           0.96      2402
   macro avg       0.48      0.50      0.49      2402
weighted avg       0.92      0.96      0.94      2402
",0,0.042048293
1,security_screen_door,0.956521739,0.9375,1,0.875,"              precision    recall  f1-score   support

           0       0.99      1.00      0.99        92
           1       1.00      0.88      0.93         8

    accuracy                           0.99       100
   macro avg       0.99      0.94      0.96       100
weighted avg       0.99      0.99      0.99       100
",0.92795389,0.08,0.76487387,0.771200222,0.895522388,0.545454545,"              precision    recall  f1-score   support

           0       0.98      1.00      0.99      2292
           1       0.90      0.55      0.68       110

    accuracy                           0.98      2402
   macro avg       0.94      0.77      0.83      2402
weighted avg       0.97      0.98      0.97      2402
",0.666400269,0.045795171
1,warning_sign,0.917774086,0.714285714,1,0.428571429,"              precision    recall  f1-score   support

           0       0.91      1.00      0.96        86
           1       1.00      0.43      0.60        14

    accuracy                           0.92       100
   macro avg       0.96      0.71      0.78       100
weighted avg       0.93      0.92      0.91       100
",0.563318777,0.14,0.740556321,0.573947839,0.829268293,0.151111111,"              precision    recall  f1-score   support

           0       0.92      1.00      0.96      2177
           1       0.83      0.15      0.26       225

    accuracy                           0.92      2402
   macro avg       0.87      0.57      0.61      2402
weighted avg       0.91      0.92      0.89      2402
",0.233505565,0.09367194
1,none,0.986254296,0.833333333,1,0.666666667,"              precision    recall  f1-score   support

           0       0.99      1.00      0.99        97
           1       1.00      0.67      0.80         3

    accuracy                           0.99       100
   macro avg       0.99      0.83      0.90       100
weighted avg       0.99      0.99      0.99       100
",0.795081967,0.03,0.809953486,0.613644089,0.958333333,0.227722772,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98      2301
           1       0.96      0.23      0.37       101

    accuracy                           0.97      2402
   macro avg       0.96      0.61      0.68      2402
weighted avg       0.97      0.97      0.96      2402
",0.35762791,0.042048293
2,lock,0.783025568,0.5,0,0,"              precision    recall  f1-score   support

           0       0.88      1.00      0.94       176
           1       0.00      0.00      0.00        24

    accuracy                           0.88       200
   macro avg       0.44      0.50      0.47       200
weighted avg       0.77      0.88      0.82       200
",0,0.12,0.714975065,0.5,0,0,"              precision    recall  f1-score   support

           0       0.86      1.00      0.92      1978
           1       0.00      0.00      0.00       324

    accuracy                           0.86      2302
   macro avg       0.43      0.50      0.46      2302
weighted avg       0.74      0.86      0.79      2302
",0,0.140747176
2,video_doorbell,0.987582959,0.925925926,1,0.851851852,"              precision    recall  f1-score   support

           0       0.98      1.00      0.99       173
           1       1.00      0.85      0.92        27

    accuracy                           0.98       200
   macro avg       0.99      0.93      0.95       200
weighted avg       0.98      0.98      0.98       200
",0.908654944,0.135,0.953842647,0.89584603,0.916030534,0.802675585,"              precision    recall  f1-score   support

           0       0.97      0.99      0.98      2003
           1       0.92      0.80      0.86       299

    accuracy                           0.96      2302
   macro avg       0.94      0.90      0.92      2302
weighted avg       0.96      0.96      0.96      2302
",0.835679527,0.129887055
2,gate,0.999607843,0.991176471,0.909090909,1,"              precision    recall  f1-score   support

           0       1.00      0.98      0.99       170
           1       0.91      1.00      0.95        30

    accuracy                           0.98       200
   macro avg       0.95      0.99      0.97       200
weighted avg       0.99      0.98      0.99       200
",0.943502825,0.15,0.782113291,0.797891381,0.683060109,0.656167979,"              precision    recall  f1-score   support

           0       0.93      0.94      0.94      1921
           1       0.68      0.66      0.67       381

    accuracy                           0.89      2302
   macro avg       0.81      0.80      0.80      2302
weighted avg       0.89      0.89      0.89      2302
",0.605335455,0.165508254
2,lights,0.925883257,0.5,0,0,"              precision    recall  f1-score   support

           0       0.93      1.00      0.96       186
           1       0.00      0.00      0.00        14

    accuracy                           0.93       200
   macro avg       0.47      0.50      0.48       200
weighted avg       0.86      0.93      0.90       200
",0,0.07,0.775437848,0.5,0,0,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97      2168
           1       0.00      0.00      0.00       134

    accuracy                           0.94      2302
   macro avg       0.47      0.50      0.49      2302
weighted avg       0.89      0.94      0.91      2302
",0,0.058210252
2,intercom,1,0.992146597,0.75,1,"              precision    recall  f1-score   support

           0       1.00      0.98      0.99       191
           1       0.75      1.00      0.86         9

    accuracy                           0.98       200
   macro avg       0.88      0.99      0.92       200
weighted avg       0.99      0.98      0.99       200
",0.84939759,0.045,0.577335707,0.587342442,0.165644172,0.236842105,"              precision    recall  f1-score   support

           0       0.96      0.94      0.95      2188
           1       0.17      0.24      0.19       114

    accuracy                           0.90      2302
   macro avg       0.56      0.59      0.57      2302
weighted avg       0.92      0.90      0.91      2302
",0.145121484,0.049522155
2,dog,0.843157895,0.5,0,0,"              precision    recall  f1-score   support

           0       0.95      1.00      0.97       190
           1       0.00      0.00      0.00        10

    accuracy                           0.95       200
   macro avg       0.47      0.50      0.49       200
weighted avg       0.90      0.95      0.93       200
",0,0.05,0.644677935,0.5,0,0,"              precision    recall  f1-score   support

           0       0.95      1.00      0.97      2183
           1       0.00      0.00      0.00       119

    accuracy                           0.95      2302
   macro avg       0.47      0.50      0.49      2302
weighted avg       0.90      0.95      0.92      2302
",0,0.051694179
2,guard_ID_resident,0.939499709,0.941826643,0.888888889,0.888888889,"              precision    recall  f1-score   support

           0       0.99      0.99      0.99       191
           1       0.89      0.89      0.89         9

    accuracy                           0.99       200
   macro avg       0.94      0.94      0.94       200
weighted avg       0.99      0.99      0.99       200
",0.883653287,0.045,0.50337006,0.546646676,0.37037037,0.101010101,"              precision    recall  f1-score   support

           0       0.96      0.99      0.98      2203
           1       0.37      0.10      0.16        99

    accuracy                           0.95      2302
   macro avg       0.67      0.55      0.57      2302
weighted avg       0.94      0.95      0.94      2302
",0.142933412,0.043006082
2,security_screen_door,0.537240537,0.5,0,0,"              precision    recall  f1-score   support

           0       0.91      1.00      0.95       182
           1       0.00      0.00      0.00        18

    accuracy                           0.91       200
   macro avg       0.46      0.50      0.48       200
weighted avg       0.83      0.91      0.87       200
",0,0.09,0.507570391,0.5,0,0,"              precision    recall  f1-score   support

           0       0.96      1.00      0.98      2202
           1       0.00      0.00      0.00       100

    accuracy                           0.96      2302
   macro avg       0.48      0.50      0.49      2302
weighted avg       0.92      0.96      0.94      2302
",0,0.043440487
2,warning_sign,1,1,1,1,"              precision    recall  f1-score   support

           0       1.00      1.00      1.00       177
           1       1.00      1.00      1.00        23

    accuracy                           1.00       200
   macro avg       1.00      1.00      1.00       200
weighted avg       1.00      1.00      1.00       200
",1,0.115,0.758186188,0.767690689,0.5,0.597222222,"              precision    recall  f1-score   support

           0       0.96      0.94      0.95      2086
           1       0.50      0.60      0.54       216

    accuracy                           0.91      2302
   macro avg       0.73      0.77      0.75      2302
weighted avg       0.91      0.91      0.91      2302
",0.492460896,0.093831451
2,none,0.926119837,0.777777778,1,0.555555556,"              precision    recall  f1-score   support

           0       0.98      1.00      0.99       191
           1       1.00      0.56      0.71         9

    accuracy                           0.98       200
   macro avg       0.99      0.78      0.85       200
weighted avg       0.98      0.98      0.98       200
",0.704797048,0.045,0.783242315,0.589473684,1,0.178947368,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98      2207
           1       1.00      0.18      0.30        95

    accuracy                           0.97      2302
   macro avg       0.98      0.59      0.64      2302
weighted avg       0.97      0.97      0.95      2302
",0.294735933,0.041268462
3,lock,0.999607034,0.98467433,0.829787234,1,"              precision    recall  f1-score   support

           0       1.00      0.97      0.98       261
           1       0.83      1.00      0.91        39

    accuracy                           0.97       300
   macro avg       0.91      0.98      0.95       300
weighted avg       0.98      0.97      0.97       300
",0.891569531,0.13,0.855432294,0.836841403,0.613756614,0.750809061,"              precision    recall  f1-score   support

           0       0.96      0.92      0.94      1893
           1       0.61      0.75      0.68       309

    accuracy                           0.90      2202
   macro avg       0.79      0.84      0.81      2202
weighted avg       0.91      0.90      0.90      2202
",0.616121391,0.140326975
3,video_doorbell,0.992670347,0.972807891,0.84,0.976744186,"              precision    recall  f1-score   support

           0       1.00      0.97      0.98       257
           1       0.84      0.98      0.90        43

    accuracy                           0.97       300
   macro avg       0.92      0.97      0.94       300
weighted avg       0.97      0.97      0.97       300
",0.88559322,0.143333333,0.955441862,0.930556809,0.726760563,0.911660777,"              precision    recall  f1-score   support

           0       0.99      0.95      0.97      1919
           1       0.73      0.91      0.81       283

    accuracy                           0.94      2202
   macro avg       0.86      0.93      0.89      2202
weighted avg       0.95      0.94      0.95      2202
",0.776863746,0.128519528
3,gate,0.990649646,0.947231482,0.882352941,0.918367347,"              precision    recall  f1-score   support

           0       0.98      0.98      0.98       251
           1       0.88      0.92      0.90        49

    accuracy                           0.97       300
   macro avg       0.93      0.95      0.94       300
weighted avg       0.97      0.97      0.97       300
",0.880009599,0.163333333,0.871180639,0.803185804,0.71686747,0.657458564,"              precision    recall  f1-score   support

           0       0.93      0.95      0.94      1840
           1       0.72      0.66      0.69       362

    accuracy                           0.90      2202
   macro avg       0.83      0.80      0.81      2202
weighted avg       0.90      0.90      0.90      2202
",0.62724915,0.164396004
3,lights,0.935148618,0.5,0,0,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       283
           1       0.00      0.00      0.00        17

    accuracy                           0.94       300
   macro avg       0.47      0.50      0.49       300
weighted avg       0.89      0.94      0.92       300
",0,0.056666667,0.77031231,0.5,0,0,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97      2071
           1       0.00      0.00      0.00       131

    accuracy                           0.94      2202
   macro avg       0.47      0.50      0.48      2202
weighted avg       0.88      0.94      0.91      2202
",0,0.059491371
3,intercom,0.995714286,0.958928571,0.678571429,0.95,"              precision    recall  f1-score   support

           0       1.00      0.97      0.98       280
           1       0.68      0.95      0.79        20

    accuracy                           0.97       300
   macro avg       0.84      0.96      0.89       300
weighted avg       0.98      0.97      0.97       300
",0.774096386,0.066666667,0.759351425,0.727949509,0.446428571,0.485436893,"              precision    recall  f1-score   support

           0       0.97      0.97      0.97      2099
           1       0.45      0.49      0.47       103

    accuracy                           0.95      2202
   macro avg       0.71      0.73      0.72      2202
weighted avg       0.95      0.95      0.95      2202
",0.437713996,0.046775658
3,dog,0.934065934,0.805950147,0.888888889,0.615384615,"              precision    recall  f1-score   support

           0       0.98      1.00      0.99       287
           1       0.89      0.62      0.73        13

    accuracy                           0.98       300
   macro avg       0.94      0.81      0.86       300
weighted avg       0.98      0.98      0.98       300
",0.717247879,0.043333333,0.798953202,0.602005984,0.510204082,0.215517241,"              precision    recall  f1-score   support

           0       0.96      0.99      0.97      2086
           1       0.51      0.22      0.30       116

    accuracy                           0.95      2202
   macro avg       0.73      0.60      0.64      2202
weighted avg       0.93      0.95      0.94      2202
",0.28051892,0.052679382
3,guard_ID_resident,0.996245093,0.987455197,0.75,1,"              precision    recall  f1-score   support

           0       1.00      0.97      0.99       279
           1       0.75      1.00      0.86        21

    accuracy                           0.98       300
   macro avg       0.88      0.99      0.92       300
weighted avg       0.98      0.98      0.98       300
",0.844720497,0.07,0.590576343,0.613581153,0.188976378,0.275862069,"              precision    recall  f1-score   support

           0       0.97      0.95      0.96      2115
           1       0.19      0.28      0.22        87

    accuracy                           0.92      2202
   macro avg       0.58      0.61      0.59      2202
weighted avg       0.94      0.92      0.93      2202
",0.186133191,0.039509537
3,security_screen_door,1,0.994604317,0.88,1,"              precision    recall  f1-score   support

           0       1.00      0.99      0.99       278
           1       0.88      1.00      0.94        22

    accuracy                           0.99       300
   macro avg       0.94      0.99      0.97       300
weighted avg       0.99      0.99      0.99       300
",0.930769231,0.073333333,0.809388849,0.77507716,0.675,0.5625,"              precision    recall  f1-score   support

           0       0.98      0.99      0.98      2106
           1       0.68      0.56      0.61        96

    accuracy                           0.97      2202
   macro avg       0.83      0.78      0.80      2202
weighted avg       0.97      0.97      0.97      2202
",0.597691514,0.04359673
